"SysExp","Processeur","RefProcesseur","Mémoire","Disque Dur","Carte Graphique","Réf Carte graphique","Taille Ecran","NomDuProduit","Prix","ImageDuProduit","Fabricant","NomDuFabricant"
"Windows 10","Intel Core i7","Intel Core i7-11800H, 11éme Génération, 2.3 Ghz up to 4.6 Ghz, 24 Mo de mémoire cache","8 Go","512 Go SSD","Nvidia GeForce","Nvidia Geforce MX330, 2 Go de Mémoire Dédiée","14""","Pc portable Asus VivoBook 14 X413EP ",2729,"https://www.tunisianet.com.tn/241753-large/pc-portable-asus-vivobook-14-x413ep-i7-11e-gen-8-go-mx330-2g-noir.jpg","https://www.tunisianet.com.tn/img/m/79.jpg","Asus"
"FreeDos","Intel Core i7","Intel Core i7-1165G7, 11éme Génération, 2.8 Ghz up to 4.7 Ghz, 12 Mo de mémoire cache","16 Go"," 1 To + 256 Go SSD","Nvidia GeForce","Nvidia Geforce MX350, 2 Go de Mémoire Dédiée","15.6""","Pc Portable Dell Vostro 15 3510 ",2729,"https://www.tunisianet.com.tn/242455-large/pc-portable-dell-vostro-15-3510-i7-11e-gen-16-go-mx350-2g.jpg","https://www.tunisianet.com.tn/img/m/29.jpg","Dell"
"Windows 10","Intel Core i5","Intel Core i5-11400H, 11è Génération, up to 4.5 GHz, 12 Mo de mémoire cache","8 Go","512 Go SSD","Nvidia GeForce","Nvidia Geforce MX330, 2 Go de Mémoire Dédiée","14""","Pc portable Asus VivoBook 14 X413EP ",2729,"https://www.tunisianet.com.tn/230063-large/pc-portable-asus-vivobook-14-x413ep-i7-11e-gen-8-go-mx330-2g-win10-blanc.jpg","https://www.tunisianet.com.tn/img/m/79.jpg","Asus"
"FreeDos","Intel Core i7","Intel Core i7-11370H, 3.3 GHz up to 4.8 GHz avec IPU, 12 Mo de mémoire cache","24 Go","512 Go SSD","Nvidia GeForce","NVIDIA GeForce GTX 1650, 4 Go de mémoire dédiée","15.6""","Pc portable Dell Gaming G15 5510 ",2728,"https://www.tunisianet.com.tn/229570-large/pc-portable-dell-gaming-g15-5510-i5-10e-gen-24-go-gtx-1650-4g.jpg","https://www.tunisianet.com.tn/img/m/29.jpg","Dell"
"Windows 11","Intel Core i7","Intel Core i7-11370H, 3.3 GHz up to 4.8 GHz avec IPU, 12 Mo de mémoire cache","12 Go","512 Go SSD","Graphique Intégrée","Intel Iris Xe Graphics","15.6""","Portable HP Pavilion x360 Convertible 15-er0003nk Tactile ",2722,"https://www.tunisianet.com.tn/249590-large/portable-hp-pavilion-x360-convertible-15-er0003nk-tactile-i5-11e-gen-12-go-silver.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"FreeDos","Intel Core i7","Intel Core i7-1185G7, up to 4.8 Ghz , 12 Mo de mémoire cache","8 Go","512 Go SSD","Nvidia GeForce","NVIDIA GeForce GTX 1650, 4 Go de mémoire dédiée","15.6""","Pc portable MSI Gaming GF63 Thin 11SC ",2719,"https://www.tunisianet.com.tn/237198-large/pc-portable-msi-gaming-gf63-thin-11sc-i5-11e-gen-8-go-gtx-1650-4g.jpg","https://www.tunisianet.com.tn/img/m/339.jpg","MSI"
"FreeDos","Intel Core i5","Intel Core i5-11300H 11è Génération, 3.10 GHz up to 4.4 GHz, 8 Mo de mémoire cache","32 Go","256 Go SSD","Nvidia GeForce","NVIDIA GeForce GTX 1650, 4 Go de mémoire dédiée","15.6""","PC Portable Dell Gaming G15 5510 ",2709,"https://www.tunisianet.com.tn/243452-large/pc-portable-dell-gaming-g15-5510-i5-10e-gen-32-go-gtx-1650-4g-256-go-ssd.jpg","https://www.tunisianet.com.tn/img/m/29.jpg","Dell"
"FreeDos","AMD Ryzen 7","AMD Ryzen 7 5800U, Up To 4.4 Ghz, 16 Mo Total Cache","8 Go","512 Go SSD","Graphique Intégrée","Intel Iris Xe Graphics","15.6""","PC Portable Asus ExpertBook B1 B1500CEA ",2709,"https://www.tunisianet.com.tn/249190-large/pc-portable-asus-expertbook-b1-b1500cea-i7-11e-gen-8-go-noir.jpg","https://www.tunisianet.com.tn/img/m/79.jpg","Asus"
"Windows 10","Intel Core i5","Intel Core i5-1135G7, 11è Génération, 2.4 Ghz up to 4.2 Ghz, 8 Mo de mémoire cache","8 Go","512 Go SSD","Nvidia GeForce","Nvidia GeForce RTX 3050, 4 Go de mémoire dédiée","15.6""","Pc portable HP Pavilion Gaming 15-ec2002nk ",2699,"https://www.tunisianet.com.tn/235708-large/pc-portable-hp-pavilion-gaming-15-ec2002nk-ryzen-5-5600h-8-go-rtx-3050-4g.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"FreeDos","AMD Ryzen 7","AMD Ryzen 7-5800H, Up To 4.4 Ghz, 16 Mo Total Cache","8 Go","256 Go SSD","Graphique Intégrée","Intel Iris Xe","15.6""","Pc Portable Dell Latitude 5520 ",2699,"https://www.tunisianet.com.tn/225137-large/pc-portable-dell-latitude-5520-i5-11e-gen-8-go-256-go-ssd-antivirus-bitdefender-internet-security.jpg","https://www.tunisianet.com.tn/img/m/29.jpg","Dell"
"Windows 10","Intel Core i5","Intel Core i5-1145G7, 11è Génération, up to 4.4 Ghz, 8 Mo de mémoire cache","16 Go","512 Go SSD","Nvidia GeForce","AMD Radeon Graphics","15.6""","Pc Portable Lenovo ThinkPad E15 Gen 3 ",2698,"https://www.tunisianet.com.tn/255854-large/pc-portable-lenovo-thinkpad-e15-gen-3-ryzen-7-16-go.jpg","https://www.tunisianet.com.tn/img/m/3.jpg","Lenovo"
"FreeDos","Intel Core i7","Intel Core i7-11370H, 3.3 GHz up to 4.8 GHz avec IPU, 12 Mo de mémoire cache","20 Go","256 Go SSD","Nvidia GeForce","nVIDIA GeForce MX450, 2 Go de mémoire dédiée","15.6""","Pc Portable Dell Latitude 3520 ",2693,"https://www.tunisianet.com.tn/233606-large/pc-portable-dell-latitude-3520-i5-11e-gen-20-go-mx450-2g-256-go-ssd.jpg","https://www.tunisianet.com.tn/img/m/29.jpg","Dell"
"Windows 10","Intel Core i5","Intel Core i5-11400H, 11è Génération, up to 4.5 GHz, 12 Mo de mémoire cache","12 Go","512 Go SSD","Graphique Intégrée","Intel Iris Xe","15.6""","Portable HP Pavilion x360 15-er0001nk Tactile ",2693,"https://www.tunisianet.com.tn/217344-large/portable-hp-pavilion-x360-15-er0001nk-tactile-i5-11e-gen-12-go-silver.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"Windows 10","Intel Core i7","Intel Core i7-11800H, 11éme Génération, 2.3 Ghz up to 4.6 Ghz, 24 Mo de mémoire cache","24 Go","512 Go SSD","Graphique Intégrée","Intel UHD Graphics","14""","Pc portable Asus VivoBook X415EA ",2688,"https://www.tunisianet.com.tn/244834-large/pc-portable-asus-vivobook-x415ea-i7-11e-gen-24-go-silver.jpg","https://www.tunisianet.com.tn/img/m/79.jpg","Asus"
"FreeDos","Intel Core i7","Intel Core i7-11370H, 3.3 GHz up to 4.8 GHz avec IPU, 12 Mo de mémoire cache","16 Go","256 Go SSD","Graphique Intégrée","Intel Iris Xe","14""","Pc Portable Dell Latitude 5420 ",2688,"https://www.tunisianet.com.tn/233534-large/pc-portable-dell-latitude-5420-i5-11e-gen-16-go-256-go-ssd.jpg","https://www.tunisianet.com.tn/img/m/29.jpg","Dell"
"FreeDos","Intel Core i5","Intel Core i5-11300H 11è Génération, 3.10 GHz up to 4.4 GHz, 8 Mo de mémoire cache","40 Go","256 Go SSD","Graphique Intégrée","Intel Iris Xe Graphics","15.6""","PC Portable Asus ExpertBook B1 B1500CE ",2688,"https://www.tunisianet.com.tn/250939-large/pc-portable-asus-expertbook-b1-b1500ce-i5-11e-gen-40-go-256-go-ssd-noir.jpg","https://www.tunisianet.com.tn/img/m/79.jpg","Asus"
"Windows 10","Intel Core i7","Intel Core i7-11370H, 3.3 GHz up to 4.8 GHz avec IPU, 12 Mo de mémoire cache","24 Go","512 Go SSD","Graphique Intégrée","Intel UHD Graphics","14""","PC Portable Asus VivoBook X415EA ",2688,"https://www.tunisianet.com.tn/250542-large/pc-portable-asus-vivobook-x415ea-i7-11e-gen-24-go-gris.jpg","https://www.tunisianet.com.tn/img/m/79.jpg","Asus"
"Windows 11","Intel Core i7","Intel Core i7-11370H, 3.3 GHz up to 4.8 GHz avec IPU, 12 Mo de mémoire cache","16 Go"," 1 To + 256 Go SSD","Nvidia GeForce","NVIDIA GeForce GTX 1650, 4 Go de mémoire dédiée","15.6""","Pc portable HP Pavilion Gaming 15-dk2015nk ",2678,"https://www.tunisianet.com.tn/241118-large/pc-portable-hp-pavilion-gaming-15-dk2015nk-i5-11e-gen-16-go-gtx-1650-4g.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"FreeDos","Intel Core i7","Intel Core i7-1165G7, 11éme Génération, 2.8 Ghz up to 4.7 Ghz, 12 Mo de mémoire cache","8 Go","512 Go SSD","Nvidia GeForce","Nvidia Geforce MX330, 2 Go de Mémoire Dédiée","15.6""","Pc portable Asus ExpertBook B1 B1500 ",2669,"https://www.tunisianet.com.tn/241718-large/pc-portable-asus-expertbook-b1-b1500-i5-11e-gen-8-go-mx330-2g-noir.jpg","https://www.tunisianet.com.tn/img/m/79.jpg","Asus"
"Windows 10","AMD Ryzen 7","AMD Ryzen 7-5800H, Up To 4.4 Ghz, 16 Mo Total Cache","16 Go","512 Go SSD","Nvidia GeForce","Nvidia Geforce MX330, 2 Go de Mémoire Dédiée","15.6""","Pc portable Asus VivoBook X515EP ",2668,"https://www.tunisianet.com.tn/241463-large/pc-portable-asus-vivobook-x515ep-i7-11e-gen-16-go-silver.jpg","https://www.tunisianet.com.tn/img/m/79.jpg","Asus"
"Windows 10","Intel Core i5","Intel Core i5-12500H, 3.3 GHz up to 4.5 GHz, 18 Mo de mémoire cache","16 Go","512 Go SSD","Graphique Intégrée","Intel Iris X","15.6""","Pc Portable HP 15s-fq2000nk ",2666,"https://www.tunisianet.com.tn/194962-large/pc-portable-hp-15s-fq2000nk-i7-11e-gen-16-go-silver-2U2M3EA.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"Windows 11","Intel Core i5","Intel Core i5-12500H, 3.3 GHz up to 4.5 GHz, 18 Mo de mémoire cache","8 Go","512 Go SSD","Graphique Intégrée","Intel Iris Xe Graphics","15.6""","Portable HP Pavilion x360 Convertible 15-er0003nk Tactile ",2659,"https://www.tunisianet.com.tn/242226-large/portable-hp-pavilion-x360-convertible-15-er0003nk-tactile-i5-11e-gen-8-go-silver.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"Windows 10","Intel Core i7","Intel Core i7-11370H, 3.3 GHz up to 4.8 GHz avec IPU, 12 Mo de mémoire cache","12 Go","512 Go SSD","Nvidia GeForce","Nvidia Geforce MX330, 2 Go de Mémoire Dédiée","15.6""","Pc portable Asus VivoBook X515EP ",2659,"https://www.tunisianet.com.tn/241459-large/pc-portable-asus-vivobook-x515ep-i7-11e-gen-12-go-silver.jpg","https://www.tunisianet.com.tn/img/m/79.jpg","Asus"
"FreeDos","Intel Core i5","Intel Core i5-11300H 11è Génération, 3.10 GHz up to 4.4 GHz, 8 Mo de mémoire cache","32 Go","1 To","Nvidia GeForce","Nvidia Geforce MX350, 2 Go de Mémoire Dédiée","15.6""","Pc Portable Dell Vostro 15 3510 ",2659,"https://www.tunisianet.com.tn/243354-large/pc-portable-dell-vostro-15-3510-i7-11e-gen-32-go-mx350-2g.jpg","https://www.tunisianet.com.tn/img/m/29.jpg","Dell"
"FreeDos","Intel Core i5","Intel Core i5-11300H 11è Génération, 3.10 GHz up to 4.4 GHz, 8 Mo de mémoire cache","32 Go"," 1 To + 256 Go SSD","Nvidia GeForce","Nvidia GeForce GTX 1650 Ti, 4 Go de mémoire dédiée","15.6""","PC Portable Lenovo IdeaPad Gaming 3 15IMH05 ",2649,"https://www.tunisianet.com.tn/253775-large/pc-portable-lenovo-ideapad-gaming-3-15imh05-i5-10e-gen-32-go-noir-souris-gaming-lenovo-m100-offerte.jpg","https://www.tunisianet.com.tn/img/m/3.jpg","Lenovo"
"FreeDos","Intel Core i7","Intel Core i7-11370H, 3.3 GHz up to 4.8 GHz avec IPU, 12 Mo de mémoire cache","16 Go","256 Go SSD","Nvidia GeForce","nVIDIA GeForce MX450, 2 Go de mémoire dédiée","15.6""","Pc Portable Dell Latitude 3520 ",2648,"https://www.tunisianet.com.tn/233598-large/pc-portable-dell-latitude-3520-i5-11e-gen-16-go-mx450-2g-256-go-ssd.jpg","https://www.tunisianet.com.tn/img/m/29.jpg","Dell"
"Windows 10","AMD Ryzen 5","Processeur AMD Ryzen 5-5600H , up to 4.2 GHz , 16 Mo de mémoire cache","8 Go","512 Go SSD","Graphique Intégrée","Intel Iris X","15.6""","Portable HP Pavilion x360 15-er0001nk Tactile ",2639,"https://www.tunisianet.com.tn/203269-large/portable-hp-pavilion-x360-15-er0001nk-tactile-i5-11e-gen-8-go-silver.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"Windows 10","Intel Core i5","Intel Core i5-1145G7, 11è Génération, up to 4.4 Ghz, 8 Mo de mémoire cache","16 Go","512 Go SSD","Nvidia GeForce","Nvidia Geforce MX330, 2 Go de Mémoire Dédiée","15.6""","Pc portable Asus VivoBook X515JP ",2638,"https://www.tunisianet.com.tn/250982-large/pc-portable-asus-vivobook-x515jp-i7-10e-gen-16-go-mx330-2g-gris.jpg","https://www.tunisianet.com.tn/img/m/79.jpg","Asus"
"Windows 10","AMD Ryzen 5","Processeur AMD Ryzen 5-5600H , up to 4.2 GHz , 16 Mo de mémoire cache","24 Go","512 Go SSD","Nvidia GeForce","Nvidia GeForce GTX 1650 Ti, 4 Go de mémoire dédiée","15.6""","PC Portable Lenovo IdeaPad Gaming 3 15IMH05 ",2638,"https://www.tunisianet.com.tn/257900-large/pc-portable-lenovo-ideapad-gaming-3-15imh05-i5-10e-gen-24-go-512-go-ssd-bleu-souris-gaming-lenovo-m100-offerte.jpg","https://www.tunisianet.com.tn/img/m/3.jpg","Lenovo"
"FreeDos","Intel Core i5","Intel Core i5-11300H 11è Génération, 3.10 GHz up to 4.4 GHz, 8 Mo de mémoire cache","16 Go","512 Go SSD","Nvidia GeForce","NVIDIA GeForce GTX 1650, 4 Go de mémoire dédiée","15.6""","Pc portable Dell Gaming G15 5510 ",2635,"https://www.tunisianet.com.tn/229560-large/pc-portable-dell-gaming-g15-5510-i5-10e-gen-16-go-gtx-1650-4g.jpg","https://www.tunisianet.com.tn/img/m/29.jpg","Dell"
"Windows 11","Intel Core i7","Intel Core i7-11370H, 3.3 GHz up to 4.8 GHz avec IPU, 12 Mo de mémoire cache","32 Go"," 1 To + 256 Go SSD","Nvidia GeForce","NVIDIA GeForce GTX 1650, 4 Go de mémoire dédiée","15.6""","Pc portable HP Pavilion Gaming 15-ec2015nk ",2635,"https://www.tunisianet.com.tn/238144-large/pc-portable-hp-pavilion-gaming-15-ec2015nk-ryzen-5-5600h-32-go-gtx-1650-4g.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"Windows 11","AMD Ryzen 7","AMD Ryzen 7 5700U, up to 4.3 GHz, 8 Mo de mémoire cache","12 Go"," 1 To + 256 Go SSD","Nvidia GeForce","NVIDIA GeForce GTX 1650, 4 Go de mémoire dédiée","15.6""","Pc portable HP Pavilion Gaming 15-dk2015nk ",2633,"https://www.tunisianet.com.tn/241112-large/pc-portable-hp-pavilion-gaming-15-dk2015nk-i5-11e-gen-12-go-gtx-1650-4g.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"Windows 11","Intel Core i7","Intel Core i7-11370H, 3.3 GHz up to 4.8 GHz avec IPU, 12 Mo de mémoire cache","8 Go"," 1 To + 256 Go SSD","Nvidia GeForce","NVIDIA GeForce GTX 1650, 4 Go de mémoire dédiée","15.6""","Pc portable HP Pavilion Gaming 15-ec2014nk ",2629,"https://www.tunisianet.com.tn/242176-large/pc-portable-hp-pavilion-gaming-15-ec2014nk-ryzen-7-5800h-8-go-gtx-1650-4g.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"Windows 10","Intel Core i5","Intel Core i5-12500H, 3.3 GHz up to 4.5 GHz, 18 Mo de mémoire cache","40 Go","512 Go SSD","Nvidia GeForce","Nvidia Geforce MX330, 2 Go de Mémoire Dédiée","14""","Pc portable Asus VivoBook X415EP ",2628,"https://www.tunisianet.com.tn/250910-large/pc-portable-asus-vivobook-x415ep-i5-11e-gen-40-go-silver.jpg","https://www.tunisianet.com.tn/img/m/79.jpg","Asus"
"FreeDos","AMD Ryzen 7","AMD Ryzen 7-5800H, Up To 4.4 Ghz, 16 Mo Total Cache","8 Go","1 To","Graphique Intégrée","Intel Iris Xe","14""","Pc Portable Dell Latitude 3420 ",2609,"https://www.tunisianet.com.tn/242420-large/pc-portable-dell-latitude-3420-i7-11e-gen-8-go.jpg","https://www.tunisianet.com.tn/img/m/29.jpg","Dell"
"Windows 10","Intel Core i5","Intel Core i5-12500H, 3.3 GHz up to 4.5 GHz, 18 Mo de mémoire cache","16 Go","512 Go SSD","Graphique Intégrée","Intel UHD Graphics","14""","PC Portable Asus VivoBook X415EA ",2608,"https://www.tunisianet.com.tn/250536-large/pc-portable-asus-vivobook-x415ea-i7-11e-gen-16-go-gris.jpg","https://www.tunisianet.com.tn/img/m/79.jpg","Asus"
"Windows 10","Intel Core i7","Intel Core i7-1165G7, 11éme Génération, 2.8 Ghz up to 4.7 Ghz, 12 Mo de mémoire cache","16 Go","512 Go SSD","Graphique Intégrée","Intel UHD Graphics","14""","Pc portable Asus VivoBook X415EA ",2608,"https://www.tunisianet.com.tn/244831-large/pc-portable-asus-vivobook-x415ea-i7-11e-gen-16-go-silver.jpg","https://www.tunisianet.com.tn/img/m/79.jpg","Asus"
"FreeDos","Intel Core i7","Intel Core i7-11370H, 3.3 GHz up to 4.8 GHz avec IPU, 12 Mo de mémoire cache","12 Go","256 Go SSD","Nvidia GeForce","nVIDIA GeForce MX450, 2 Go de mémoire dédiée","15.6""","Pc Portable Dell Latitude 3520 ",2603,"https://www.tunisianet.com.tn/233590-large/pc-portable-dell-latitude-3520-i5-11e-gen-12-go-mx450-2g-256-go-ssd.jpg","https://www.tunisianet.com.tn/img/m/29.jpg","Dell"
"Windows 10","Intel Core i7","Intel Core i7-11370H, 3.3 GHz up to 4.8 GHz avec IPU, 12 Mo de mémoire cache","12 Go","512 Go SSD","Graphique Intégrée","Intel Iris X","15.6""","Pc Portable HP 15s-fq2000nk ",2602,"https://www.tunisianet.com.tn/198429-large/pc-portable-hp-15s-fq2000nk-i7-11e-gen-12-go-silver.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"FreeDos","AMD Ryzen 5","Processeur AMD Ryzen 5-5600H , up to 4.2 GHz , 16 Mo de mémoire cache","40 Go","1 To","Graphique Intégrée","Intel Iris Xe Graphics","15.6""","PC Portable Asus ExpertBook B1 B1500CEA ",2599,"https://www.tunisianet.com.tn/250898-large/pc-portable-asus-expertbook-b1-b1500cea-i5-11e-gen-40-go-noir.jpg","https://www.tunisianet.com.tn/img/m/79.jpg","Asus"
"FreeDos","Intel Core i7","Intel Core i7-11370H, 3.3 GHz up to 4.8 GHz avec IPU, 12 Mo de mémoire cache","32 Go","512 Go SSD","Nvidia GeForce","Nvidia Geforce MX350, 2 Go de Mémoire Dédiée","15.6""","Pc Portable Dell Vostro 15 3510 ",2599,"https://www.tunisianet.com.tn/235227-large/pc-portable-dell-vostro-15-3510-i5-11e-gen-32-go-512-go-ssd.jpg","https://www.tunisianet.com.tn/img/m/29.jpg","Dell"
"FreeDos","Intel Core i7","Intel Core i7-1185G7, up to 4.8 Ghz , 12 Mo de mémoire cache","12 Go","512 Go SSD","Nvidia GeForce","NVIDIA GeForce GTX 1650, 4 Go de mémoire dédiée","15.6""","Pc portable Dell Gaming G15 5510 ",2599,"https://www.tunisianet.com.tn/229550-large/pc-portable-dell-gaming-g15-5510-i5-10e-gen-12-go-gtx-1650-4g.jpg","https://www.tunisianet.com.tn/img/m/29.jpg","Dell"
"Windows 10","Intel Core i5","Intel Core i5-11300H 11è Génération, 3.10 GHz up to 4.4 GHz, 8 Mo de mémoire cache","8 Go","512 Go SSD","Nvidia GeForce","AMD Radeon Graphics","15.6""","Pc Portable Lenovo ThinkPad E15 Gen 3 ",2599,"https://www.tunisianet.com.tn/255845-large/pc-portable-lenovo-thinkpad-e15-gen-3-ryzen-7-8-go.jpg","https://www.tunisianet.com.tn/img/m/3.jpg","Lenovo"
"Windows 10","AMD Ryzen 5","Processeur AMD Ryzen 5-5600H , up to 4.2 GHz , 16 Mo de mémoire cache","8 Go","512 Go SSD","Nvidia GeForce","Nvidia Geforce MX330, 2 Go de Mémoire Dédiée","15.6""","Pc portable Asus VivoBook X515EP ",2599,"https://www.tunisianet.com.tn/237294-large/pc-portable-asus-vivobook-x515ep-i7-11e-gen-8-go-silver.jpg","https://www.tunisianet.com.tn/img/m/79.jpg","Asus"
"FreeDos","Intel Core i5","Intel Core i5-11300H 11è Génération, 3.10 GHz up to 4.4 GHz, 8 Mo de mémoire cache","24 Go","256 Go SSD","Nvidia GeForce","NVIDIA GeForce GTX 1650, 4 Go de mémoire dédiée","15.6""","PC Portable Dell Gaming G15 5510 ",2594,"https://www.tunisianet.com.tn/243442-large/pc-portable-dell-gaming-g15-5510-i5-10e-gen-24-go-gtx-1650-4g-256-go-ssd.jpg","https://www.tunisianet.com.tn/img/m/29.jpg","Dell"
"FreeDos","Intel Core i7","Intel Core i7-1165G7, 11éme Génération, 2.8 Ghz up to 4.7 Ghz, 12 Mo de mémoire cache","8 Go","256 Go SSD","Graphique Intégrée","Intel Iris Xe","14""","Pc Portable Dell Latitude 5420 ",2589,"https://www.tunisianet.com.tn/233302-large/pc-portable-dell-latitude-5420-i5-11e-gen-8-go-256-go-ssd.jpg","https://www.tunisianet.com.tn/img/m/29.jpg","Dell"
"Windows 10","AMD Ryzen 7","AMD Ryzen 7-4700U, (2,0 GHz Up to 4,1 GHz), 8 Mo de mémoire cache","8 Go","512 Go SSD","AMD Radeon","AMD Radeon Graphics","15.6""","Pc portable Asus Vivobook Pro 15 OLED ",2589,"https://www.tunisianet.com.tn/241728-large/pc-portable-asus-vivobook-pro-15-oled-ryzen-5-5600h-8-go-win-10.jpg","https://www.tunisianet.com.tn/img/m/79.jpg","Asus"
"Windows 10","Intel Core i5","Intel Core i5-12500H, 3.3 GHz up to 4.5 GHz, 18 Mo de mémoire cache","12 Go","512 Go SSD","Nvidia GeForce","Nvidia Geforce MX330, 2 Go de Mémoire Dédiée","15.6""","Pc portable Asus VivoBook X515JP ",2584,"https://www.tunisianet.com.tn/250977-large/pc-portable-asus-vivobook-x515jp-i7-10e-gen-12-go-mx330-2g-gris.jpg","https://www.tunisianet.com.tn/img/m/79.jpg","Asus"
"Windows 11","Intel Core i5","Intel Core i5-11400H, 11è Génération, up to 4.5 GHz, 12 Mo de mémoire cache","8 Go"," 1 To + 256 Go SSD","Nvidia GeForce","NVIDIA GeForce GTX 1650, 4 Go de mémoire dédiée","15.6""","Pc portable HP Pavilion Gaming 15-dk2015nk ",2579,"https://www.tunisianet.com.tn/241106-large/pc-portable-hp-pavilion-gaming-15-dk2015nk-i5-11e-gen-8-go-gtx-1650-4g.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"Windows 11","Intel Core i5","Intel Core i5-11400H, 11è Génération, up to 4.5 GHz, 12 Mo de mémoire cache","8 Go","512 Go SSD","Nvidia GeForce","NVIDIA GeForce GTX 1650, 4 Go de mémoire dédiée","15.6""","PC portable Asus TUF F15 FX506LH-HN004W ",2579,"https://www.tunisianet.com.tn/258075-large/pc-portable-asus-tuf-f15-fx506lh-hn004w-i5-10300h-gtx-1650-4g-8-go-1-jeu-au-choix-offert.jpg","https://www.tunisianet.com.tn/img/m/79.jpg","Asus"
"Windows 11","Intel Core i7","Intel Core i7-11370H, 3.3 GHz up to 4.8 GHz avec IPU, 12 Mo de mémoire cache","8 Go","256 Go SSD","Graphique Intégrée","AMD Radeon Graphics","WFHD","PC Portable HP Pavilion Aero Laptop 13-be0006nk ",2569,"https://www.tunisianet.com.tn/237706-large/pc-portable-hp-pavilion-aero-laptop-13-be0006nk-ryzen-5-5600u-8-go-256-go-ssd.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"FreeDos","Intel Core i5","Intel Core i5-12500H, 3.3 GHz up to 4.5 GHz, 18 Mo de mémoire cache","24 Go"," 1 To + 256 Go SSD","Nvidia GeForce","Nvidia GeForce GTX 1650 Ti, 4 Go de mémoire dédiée","15.6""","PC Portable Lenovo IdeaPad Gaming 3 15IMH05 ",2554,"https://www.tunisianet.com.tn/253768-large/pc-portable-lenovo-ideapad-gaming-3-15imh05-i5-10e-gen-24-go-noir-souris-gaming-lenovo-m100-offerte.jpg","https://www.tunisianet.com.tn/img/m/3.jpg","Lenovo"
"Windows 10","Intel Core i7","Intel Core i7-11370H, 3.3 GHz up to 4.8 GHz avec IPU, 12 Mo de mémoire cache","12 Go","512 Go SSD","Graphique Intégrée","Intel UHD Graphics","14""","PC Portable Asus VivoBook X415EA ",2554,"https://www.tunisianet.com.tn/250539-large/pc-portable-asus-vivobook-x415ea-i7-11e-gen-12-go-gris.jpg","https://www.tunisianet.com.tn/img/m/79.jpg","Asus"
